id,name,base_experience,height,weight,abilities,primary_type,secondary_type,move_1,move_2,move_3,move_4,move_5,hp,attack,defense,special-attack,special-defense,speed
611,fraxure,144,10,360,"rivalry, mold-breaker, unnerve",dragon,,scratch,guillotine,swords-dance,cut,take-down,66,117,70,40,50,67
612,haxorus,243,18,1055,"rivalry, mold-breaker, unnerve",dragon,,scratch,guillotine,swords-dance,cut,body-slam,76,147,90,60,70,97
613,cubchoo,61,5,85,"snow-cloak, slush-rush, rattled",ice,,mega-punch,ice-punch,cut,mega-kick,body-slam,55,70,40,60,40,40
614,beartic,177,26,2600,"snow-cloak, slush-rush, swift-swim",ice,,mega-punch,ice-punch,swords-dance,cut,mega-kick,95,130,80,70,80,50
615,cryogonal,180,11,1480,levitate,ice,,bind,body-slam,take-down,mist,ice-beam,80,50,50,95,135,105
616,shelmet,61,4,77,"hydration, shell-armor, overcoat",bug,,body-slam,double-edge,acid,absorb,mega-drain,50,40,85,40,65,25
617,accelgor,173,8,253,"hydration, sticky-hold, unburden",bug,,body-slam,acid,hyper-beam,absorb,mega-drain,80,70,40,100,60,145
618,stunfisk,165,7,110,"static, limber, sand-veil",ground,electric,tackle,water-gun,surf,thunder-shock,thunderbolt,109,66,84,81,99,32
619,mienfoo,70,9,200,"inner-focus, regenerator, reckless",fighting,,pound,double-slap,mega-punch,swords-dance,mega-kick,45,85,50,55,50,65
620,mienshao,179,14,355,"inner-focus, regenerator, reckless",fighting,,pound,double-slap,mega-punch,swords-dance,mega-kick,65,125,60,95,60,105
621,druddigon,170,16,1390,"rough-skin, sheer-force, mold-breaker",dragon,,mega-punch,fire-punch,thunder-punch,scratch,cut,77,120,90,60,90,48
622,golett,61,10,920,"iron-fist, klutz, no-guard",ground,ghost,pound,mega-punch,fire-punch,ice-punch,thunder-punch,59,74,50,35,50,35
623,golurk,169,28,3300,"iron-fist, klutz, no-guard",ground,ghost,pound,mega-punch,fire-punch,ice-punch,thunder-punch,89,124,80,55,80,55
624,pawniard,68,5,102,"defiant, inner-focus, pressure",dark,steel,scratch,guillotine,swords-dance,cut,headbutt,45,85,70,40,40,60
625,bisharp,172,16,700,"defiant, inner-focus, pressure",dark,steel,scratch,guillotine,swords-dance,cut,take-down,65,125,100,60,70,70
626,bouffalant,172,16,946,"reckless, sap-sipper, soundproof",normal,,swords-dance,cut,stomp,headbutt,horn-attack,95,110,95,40,95,55
627,rufflet,70,5,105,"keen-eye, sheer-force, hustle",normal,flying,cut,wing-attack,whirlwind,fly,fury-attack,70,83,50,37,50,60
628,braviary,179,15,410,"keen-eye, sheer-force, defiant",normal,flying,cut,wing-attack,whirlwind,fly,fury-attack,100,123,75,57,75,80
629,vullaby,74,5,90,"big-pecks, overcoat, weak-armor",dark,flying,cut,gust,whirlwind,fly,fury-attack,70,55,75,45,65,60
630,mandibuzz,179,12,395,"big-pecks, overcoat, weak-armor",dark,flying,cut,gust,whirlwind,fly,fury-attack,110,65,105,55,95,80
631,heatmor,169,14,580,"gluttony, flash-fire, white-smoke",fire,,fire-punch,thunder-punch,cut,bind,tackle,85,97,66,105,66,65
632,durant,169,3,330,"swarm, hustle, truant",bug,steel,vice-grip,guillotine,cut,sand-attack,bite,58,109,112,48,48,109
633,deino,60,8,173,hustle,dark,dragon,slam,headbutt,tackle,body-slam,take-down,52,65,50,45,50,38
634,zweilous,147,14,500,hustle,dark,dragon,slam,headbutt,tackle,body-slam,take-down,72,85,70,65,70,58
635,hydreigon,270,18,1600,levitate,dark,dragon,fly,slam,headbutt,tackle,body-slam,92,105,90,125,90,98
636,larvesta,72,11,288,"flame-body, swarm",bug,fire,body-slam,take-down,thrash,double-edge,ember,55,85,55,50,55,60
637,volcarona,248,16,460,"flame-body, swarm",bug,fire,gust,whirlwind,fly,body-slam,take-down,85,60,65,135,105,100
638,cobalion,261,21,2500,justified,steel,fighting,swords-dance,cut,double-kick,body-slam,take-down,91,90,129,90,72,108
639,terrakion,261,19,2600,justified,rock,fighting,swords-dance,cut,double-kick,body-slam,take-down,91,129,90,72,90,108
640,virizion,261,20,2000,justified,grass,fighting,swords-dance,cut,double-kick,body-slam,take-down,91,90,72,90,129,108
641,tornadus-incarnate,261,15,630,"prankster, defiant",flying,,gust,fly,tackle,body-slam,take-down,79,115,70,125,80,111
642,thundurus-incarnate,261,15,610,"prankster, defiant",electric,flying,thunder-punch,fly,tackle,body-slam,take-down,79,115,70,125,80,111
643,reshiram,306,32,3300,turboblaze,dragon,fire,cut,fly,body-slam,take-down,double-edge,100,120,100,150,120,90
644,zekrom,306,29,3450,teravolt,dragon,electric,thunder-punch,cut,fly,body-slam,take-down,100,150,120,120,100,90
645,landorus-incarnate,270,15,680,"sand-force, sheer-force",ground,flying,swords-dance,fly,tackle,body-slam,take-down,89,125,90,115,80,101
646,kyurem,297,30,3250,pressure,dragon,ice,cut,fly,body-slam,take-down,roar,125,130,90,130,90,95
647,keldeo-ordinary,261,14,485,justified,water,fighting,swords-dance,cut,double-kick,take-down,double-edge,91,72,90,129,90,108
648,meloetta-aria,270,6,65,serene-grace,normal,psychic,fire-punch,ice-punch,thunder-punch,swords-dance,sing,100,77,77,128,128,90
649,genesect,270,15,825,download,bug,steel,fly,flamethrower,ice-beam,blizzard,hyper-beam,71,120,95,120,95,99
650,chespin,63,4,90,"overgrow, bulletproof",grass,,thunder-punch,swords-dance,cut,vine-whip,tackle,56,61,65,48,45,38
651,quilladin,142,7,290,"overgrow, bulletproof",grass,,thunder-punch,swords-dance,cut,vine-whip,tackle,61,78,95,56,58,57
652,chesnaught,239,16,900,"overgrow, bulletproof",grass,fighting,thunder-punch,swords-dance,cut,vine-whip,tackle,88,107,122,74,75,64
653,fennekin,61,4,94,"blaze, magician",fire,,scratch,cut,take-down,tail-whip,ember,40,45,40,62,60,60
654,braixen,143,10,145,"blaze, magician",fire,,fire-punch,thunder-punch,scratch,cut,take-down,59,59,58,90,70,73
655,delphox,240,15,390,"blaze, magician",fire,psychic,fire-punch,thunder-punch,scratch,cut,take-down,75,69,72,114,100,104
656,froakie,63,3,70,"torrent, protean",water,,pound,cut,take-down,growl,water-gun,41,56,40,62,44,71
657,frogadier,142,6,109,"torrent, protean",water,,pound,ice-punch,swords-dance,cut,take-down,54,63,52,83,56,97
658,greninja,239,15,400,"torrent, protean",water,dark,pound,ice-punch,swords-dance,cut,take-down,72,95,67,103,71,122
659,bunnelby,47,4,50,"pickup, cheek-pouch, huge-power",normal,,double-slap,swords-dance,cut,double-kick,tackle,38,36,38,32,36,57
660,diggersby,148,10,424,"pickup, cheek-pouch, huge-power",normal,ground,double-slap,mega-punch,fire-punch,ice-punch,thunder-punch,85,56,77,50,77,78
661,fletchling,56,3,17,"big-pecks, gale-wings",normal,flying,razor-wind,swords-dance,fly,tackle,take-down,45,50,43,40,38,62
662,fletchinder,134,7,160,"flame-body, gale-wings",fire,flying,razor-wind,swords-dance,fly,tackle,take-down,62,73,55,56,52,84
663,talonflame,175,12,245,"flame-body, gale-wings",fire,flying,razor-wind,swords-dance,fly,tackle,take-down,78,81,71,74,69,126
664,scatterbug-icy-snow,40,3,25,"shield-dust, compound-eyes, friend-guard",bug,,tackle,poison-powder,stun-spore,string-shot,bug-bite,38,35,40,27,25,35
665,spewpa-icy-snow,75,3,84,"shed-skin, friend-guard",bug,,harden,protect,iron-defense,bug-bite,struggle-bug,45,22,60,27,30,29
666,vivillon-meadow,185,12,170,"shield-dust, compound-eyes, friend-guard",bug,flying,gust,supersonic,psybeam,hyper-beam,solar-beam,80,52,50,90,50,89
667,litleo,74,6,135,"rivalry, unnerve, moxie",fire,normal,headbutt,tackle,body-slam,take-down,double-edge,62,50,58,73,54,72
668,pyroar,177,15,815,"rivalry, unnerve, moxie",fire,normal,headbutt,tackle,body-slam,take-down,double-edge,86,68,72,109,66,106
669,flabebe-red,61,1,1,"flower-veil, symbiosis",fairy,,vine-whip,tackle,razor-leaf,solar-beam,petal-dance,44,38,39,61,79,42
670,floette-red,130,2,9,"flower-veil, symbiosis",fairy,,vine-whip,tackle,razor-leaf,solar-beam,petal-dance,54,45,47,75,98,52
671,florges-red,248,11,100,"flower-veil, symbiosis",fairy,,hyper-beam,solar-beam,petal-dance,toxic,psychic,78,65,68,112,154,75
672,skiddo,70,9,310,"sap-sipper, grass-pelt",grass,,vine-whip,tackle,body-slam,take-down,double-edge,66,65,48,62,57,52
673,gogoat,186,17,910,"sap-sipper, grass-pelt",grass,,vine-whip,tackle,body-slam,take-down,double-edge,123,100,62,97,81,68
674,pancham,70,6,80,"iron-fist, mold-breaker, scrappy",fighting,,karate-chop,comet-punch,mega-punch,fire-punch,ice-punch,67,82,62,46,48,43
675,pangoro,173,21,1360,"iron-fist, mold-breaker, scrappy",fighting,dark,karate-chop,comet-punch,mega-punch,fire-punch,ice-punch,95,124,78,69,71,58
676,furfrou-natural,165,12,280,fur-coat,normal,,sand-attack,headbutt,tackle,take-down,tail-whip,75,80,60,65,90,102
677,espurr,71,3,35,"keen-eye, infiltrator, own-tempo",psychic,,pay-day,scratch,cut,leer,psybeam,62,48,54,63,60,68
678,meowstic-male,163,6,85,"keen-eye, infiltrator, prankster",psychic,,pay-day,scratch,cut,leer,psybeam,74,48,76,83,81,104
679,honedge,65,8,20,no-guard,steel,ghost,swords-dance,cut,tackle,toxic,screech,45,80,100,35,37,28
680,doublade,157,8,45,no-guard,steel,ghost,swords-dance,cut,tackle,toxic,screech,59,110,150,45,49,35
681,aegislash-shield,234,17,530,stance-change,steel,ghost,swords-dance,cut,tackle,hyper-beam,toxic,60,50,140,50,140,60
682,spritzee,68,2,5,"healer, aroma-veil",fairy,,disable,thunderbolt,toxic,psychic,double-team,78,52,60,63,65,23
683,aromatisse,162,8,155,"healer, aroma-veil",fairy,,hyper-beam,thunderbolt,thunder,toxic,psychic,101,72,72,99,89,29
684,swirlix,68,4,35,"sweet-veil, unburden",fairy,,tackle,flamethrower,surf,string-shot,thunderbolt,62,48,66,59,57,49
685,slurpuff,168,8,50,"sweet-veil, unburden",fairy,,tackle,flamethrower,surf,hyper-beam,string-shot,82,80,86,85,75,72
686,inkay,58,4,35,"contrary, suction-cups, infiltrator",dark,psychic,cut,bind,tackle,wrap,disable,53,54,53,37,46,45
687,malamar,169,15,470,"contrary, suction-cups, infiltrator",dark,psychic,cut,bind,tackle,wrap,disable,86,92,88,68,75,73
688,binacle,61,5,310,"tough-claws, sniper, pickpocket",rock,water,scratch,swords-dance,cut,sand-attack,water-gun,42,52,67,39,56,50
689,barbaracle,175,13,960,"tough-claws, sniper, pickpocket",rock,water,scratch,swords-dance,cut,sand-attack,water-gun,72,105,115,54,86,68
690,skrelp,64,5,73,"poison-point, poison-touch, adaptability",poison,water,tackle,take-down,tail-whip,acid,water-gun,50,60,60,60,60,30
691,dragalge,173,18,815,"poison-point, poison-touch, adaptability",poison,dragon,tackle,take-down,tail-whip,acid,water-gun,65,75,90,97,123,44
692,clauncher,66,5,83,mega-launcher,water,,vice-grip,swords-dance,cut,take-down,water-gun,50,53,62,58,63,44
693,clawitzer,100,13,353,mega-launcher,water,,vice-grip,swords-dance,cut,body-slam,take-down,71,73,88,120,89,59
694,helioptile,58,5,60,"dry-skin, sand-veil, solar-power",electric,normal,pound,razor-wind,cut,tail-whip,surf,44,38,33,61,43,70
695,heliolisk,168,10,210,"dry-skin, sand-veil, solar-power",electric,normal,pound,mega-punch,fire-punch,thunder-punch,razor-wind,62,55,52,109,94,109
696,tyrunt,72,8,260,"strong-jaw, sturdy",rock,dragon,stomp,horn-drill,tackle,body-slam,thrash,58,89,77,45,45,48
697,tyrantrum,182,25,2700,"strong-jaw, rock-head",rock,dragon,stomp,horn-drill,tackle,body-slam,thrash,82,121,119,69,59,71
698,amaura,72,13,252,"refrigerate, snow-warning",rock,ice,body-slam,take-down,growl,roar,mist,77,59,50,67,63,46
699,aurorus,104,27,2250,"refrigerate, snow-warning",rock,ice,body-slam,take-down,growl,roar,mist,123,77,72,99,92,58
700,sylveon,184,10,235,"cute-charm, pixilate",fairy,,pay-day,cut,sand-attack,tackle,body-slam,95,65,65,110,130,60
701,hawlucha,175,8,215,"limber, unburden, mold-breaker",fighting,flying,karate-chop,mega-punch,fire-punch,thunder-punch,swords-dance,78,92,75,74,63,118
702,dedenne,151,2,22,"cheek-pouch, pickup, plus",electric,fairy,thunder-punch,cut,tackle,take-down,tail-whip,67,58,57,81,67,101
703,carbink,100,3,57,"clear-body, sturdy",rock,fairy,tackle,body-slam,take-down,double-edge,hyper-beam,50,50,150,50,150,50
704,goomy,60,3,28,"sap-sipper, hydration, gooey",dragon,,tackle,body-slam,take-down,water-gun,hydro-pump,45,50,35,55,75,40
705,sliggoo,158,8,175,"sap-sipper, hydration, gooey",dragon,,tackle,body-slam,take-down,water-gun,ice-beam,68,75,53,83,113,60
706,goodra,270,20,1505,"sap-sipper, hydration, gooey",dragon,,mega-punch,fire-punch,thunder-punch,mega-kick,tackle,90,100,70,110,150,80
707,klefki,165,2,30,"prankster, magician",steel,fairy,cut,tackle,hyper-beam,thunder-wave,toxic,57,80,91,80,87,75
708,phantump,62,4,70,"natural-cure, frisk, harvest",ghost,grass,cut,tackle,disable,strength,leech-seed,43,70,48,50,60,38
709,trevenant,166,15,710,"natural-cure, frisk, harvest",ghost,grass,cut,tackle,take-down,disable,hyper-beam,85,110,76,65,82,56
710,pumpkaboo-average,67,4,50,"pickup, frisk, insomnia",ghost,grass,disable,flamethrower,leech-seed,razor-leaf,solar-beam,49,66,70,44,55,51
711,gourgeist-average,173,9,125,"pickup, frisk, insomnia",ghost,grass,flamethrower,hyper-beam,leech-seed,razor-leaf,solar-beam,65,90,122,58,75,84
712,bergmite,61,10,995,"own-tempo, ice-body, sturdy",ice,,tackle,body-slam,take-down,double-edge,bite,55,69,85,32,35,28
713,avalugg,180,20,5050,"own-tempo, ice-body, sturdy",ice,,tackle,body-slam,take-down,double-edge,bite,95,117,184,44,46,28
714,noibat,49,5,80,"frisk, infiltrator, telepathy",flying,dragon,razor-wind,cut,gust,wing-attack,whirlwind,40,30,35,45,40,55
715,noivern,187,15,850,"frisk, infiltrator, telepathy",flying,dragon,razor-wind,cut,gust,wing-attack,whirlwind,85,70,80,97,80,123
716,xerneas-active,306,30,2150,fairy-aura,fairy,,cut,tackle,body-slam,take-down,roar,126,131,95,131,98,99
717,yveltal,306,58,2030,dark-aura,dark,flying,razor-wind,cut,gust,fly,body-slam,126,131,95,131,98,99
718,zygarde-50,270,50,3050,aura-break,dragon,ground,bind,body-slam,bite,hyper-beam,strength,108,100,121,81,95,95
719,diancie,270,7,88,clear-body,rock,fairy,tackle,body-slam,take-down,hyper-beam,rock-throw,50,100,150,100,150,50
720,hoopa,270,5,90,magician,psychic,ghost,fire-punch,ice-punch,thunder-punch,take-down,psybeam,80,110,60,150,130,70
721,volcanion,270,17,1950,water-absorb,fire,water,cut,stomp,body-slam,take-down,double-edge,80,110,120,130,90,70
722,rowlet,64,3,15,"overgrow, long-reach",grass,flying,swords-dance,gust,fury-attack,tackle,take-down,68,55,55,50,50,42
723,dartrix,147,7,160,"overgrow, long-reach",grass,flying,swords-dance,gust,fury-attack,tackle,take-down,78,75,75,70,70,52
724,decidueye,239,16,366,"overgrow, long-reach",grass,ghost,swords-dance,fury-attack,tackle,take-down,growl,78,107,75,100,100,70
725,litten,64,4,43,"blaze, intimidate",fire,,pay-day,scratch,swords-dance,double-kick,body-slam,45,65,40,60,40,70
726,torracat,147,7,250,"blaze, intimidate",fire,,pay-day,scratch,swords-dance,double-kick,body-slam,65,85,50,80,50,90
727,incineroar,239,18,830,"blaze, intimidate",fire,dark,mega-punch,pay-day,fire-punch,thunder-punch,scratch,95,115,90,80,90,60
728,popplio,64,4,75,"torrent, liquid-voice",water,,pound,double-slap,growl,sing,water-gun,50,54,54,66,56,40
729,brionne,147,6,175,"torrent, liquid-voice",water,,pound,double-slap,body-slam,growl,sing,60,69,69,91,81,50
730,primarina,239,18,440,"torrent, liquid-voice",water,fairy,pound,double-slap,body-slam,growl,sing,80,74,74,126,116,60
731,pikipek,53,3,12,"keen-eye, skill-link, pickup",normal,flying,swords-dance,fly,fury-attack,take-down,growl,35,75,30,30,30,65
732,trumbeak,124,6,148,"keen-eye, skill-link, pickup",normal,flying,swords-dance,fly,fury-attack,take-down,growl,55,85,50,40,50,75
733,toucannon,218,11,260,"keen-eye, skill-link, sheer-force",normal,flying,swords-dance,fly,fury-attack,take-down,growl,80,120,75,75,75,60
734,yungoos,51,4,60,"stakeout, strong-jaw, adaptability",normal,,sand-attack,tackle,take-down,thrash,double-edge,48,70,30,30,30,45
735,gumshoos,146,7,142,"stakeout, strong-jaw, adaptability",normal,,fire-punch,ice-punch,thunder-punch,sand-attack,tackle,88,110,60,55,60,45
736,grubbin,60,4,44,swarm,bug,,vice-grip,take-down,bite,string-shot,thunderbolt,47,62,45,55,45,46
737,charjabug,140,5,105,battery,bug,electric,vice-grip,take-down,bite,string-shot,thunderbolt,57,82,95,55,75,36
738,vikavolt,225,15,450,levitate,bug,electric,vice-grip,guillotine,fly,take-down,bite,77,70,90,145,75,43
739,crabrawler,68,6,70,"hyper-cutter, iron-fist, anger-point",fighting,,ice-punch,thunder-punch,slam,body-slam,take-down,47,82,57,42,47,63
740,crabominable,167,17,1800,"hyper-cutter, iron-fist, anger-point",fighting,ice,ice-punch,thunder-punch,slam,body-slam,take-down,97,132,77,62,67,43
741,oricorio-baile,167,6,34,dancer,fire,flying,pound,double-slap,swords-dance,fly,take-down,75,70,70,98,70,93
742,cutiefly,61,1,2,"honey-gather, shield-dust, sweet-veil",bug,fairy,absorb,stun-spore,toxic,psychic,double-team,40,45,40,55,40,84
743,ribombee,162,2,5,"honey-gather, shield-dust, sweet-veil",bug,fairy,take-down,hyper-beam,absorb,solar-beam,stun-spore,60,55,60,95,70,124
744,rockruff,56,5,92,"keen-eye, vital-spirit, steadfast",rock,,swords-dance,sand-attack,tackle,body-slam,take-down,45,65,40,30,40,60
745,lycanroc-midday,170,8,250,"keen-eye, sand-rush, steadfast",rock,,swords-dance,sand-attack,tackle,body-slam,take-down,75,115,65,55,65,112
746,wishiwashi-solo,61,2,3,schooling,water,,take-down,double-edge,growl,mist,water-gun,45,20,20,25,25,40
747,mareanie,61,4,80,"merciless, limber, regenerator",poison,water,poison-sting,pin-missile,bite,hydro-pump,surf,50,53,62,43,52,45
748,toxapex,173,7,145,"merciless, limber, regenerator",poison,water,body-slam,poison-sting,pin-missile,bite,hydro-pump,50,63,152,53,142,35
749,mudbray,77,10,1100,"own-tempo, stamina, inner-focus",ground,,stomp,double-kick,mega-kick,body-slam,take-down,70,100,70,45,55,45
750,mudsdale,175,25,9200,"own-tempo, stamina, inner-focus",ground,,stomp,double-kick,mega-kick,body-slam,take-down,100,125,100,55,85,35
751,dewpider,54,3,40,"water-bubble, water-absorb",water,bug,headbutt,bite,water-gun,hydro-pump,surf,38,40,52,40,72,27
752,araquanid,159,18,820,"water-bubble, water-absorb",water,bug,headbutt,body-slam,bite,water-gun,hydro-pump,68,70,92,50,132,42
753,fomantis,50,3,15,"leaf-guard, contrary",grass,,swords-dance,take-down,growth,razor-leaf,solar-beam,40,55,35,50,35,35
754,lurantis,168,9,185,"leaf-guard, contrary",grass,,swords-dance,take-down,hyper-beam,growth,razor-leaf,70,105,90,80,90,45
755,morelull,57,2,15,"illuminate, effect-spore, rain-dish",grass,fairy,absorb,mega-drain,leech-seed,growth,solar-beam,40,35,55,65,75,15
756,shiinotic,142,10,115,"illuminate, effect-spore, rain-dish",grass,fairy,hyper-beam,absorb,mega-drain,solar-beam,sleep-powder,60,45,80,90,100,30
757,salandit,64,6,48,"corrosion, oblivious",poison,fire,double-slap,scratch,sand-attack,take-down,ember,48,44,40,71,40,77
758,salazzle,168,12,222,"corrosion, oblivious",poison,fire,pound,double-slap,scratch,body-slam,take-down,68,64,60,111,60,117
759,stufful,68,5,68,"fluffy, klutz, cute-charm",normal,fighting,mega-punch,ice-punch,thunder-punch,swords-dance,bind,70,75,50,45,50,50
760,bewear,175,21,1350,"fluffy, klutz, unnerve",normal,fighting,mega-punch,ice-punch,thunder-punch,swords-dance,bind,120,125,80,55,60,60
761,bounsweet,42,3,32,"leaf-guard, oblivious, sweet-veil",grass,,take-down,razor-leaf,solar-beam,toxic,double-team,42,30,38,30,38,32
762,steenee,102,7,82,"leaf-guard, oblivious, sweet-veil",grass,,double-slap,stomp,take-down,razor-leaf,solar-beam,52,40,48,40,48,62
763,tsareena,230,12,214,"leaf-guard, queenly-majesty, sweet-veil",grass,,double-slap,stomp,mega-kick,take-down,hyper-beam,72,120,98,50,98,72
764,comfey,170,1,3,"flower-veil, triage, natural-cure",fairy,,bind,vine-whip,wrap,hyper-beam,leech-seed,51,52,90,82,110,100
765,oranguru,172,15,760,"inner-focus, telepathy, symbiosis",normal,psychic,mega-punch,mega-kick,body-slam,take-down,psybeam,90,60,80,90,110,60
766,passimian,172,20,828,"receiver, defiant",fighting,,mega-punch,mega-kick,tackle,body-slam,take-down,100,120,90,40,60,80
767,wimpod,46,5,120,wimp-out,bug,water,sand-attack,surf,toxic,screech,double-team,25,35,40,20,30,80
768,golisopod,186,20,1080,emergency-exit,bug,water,swords-dance,sand-attack,pin-missile,surf,ice-beam,75,125,140,60,90,40
769,sandygast,64,5,700,"water-compaction, sand-veil",ghost,ground,sand-attack,absorb,mega-drain,earthquake,toxic,55,55,80,70,45,15
770,palossand,168,13,2500,"water-compaction, sand-veil",ghost,ground,sand-attack,body-slam,hyper-beam,absorb,mega-drain,85,75,110,100,75,35
771,pyukumuku,144,3,12,"innards-out, unaware",water,,counter,toxic,screech,double-team,recover,55,60,130,30,130,5
772,type-null,107,19,1205,battle-armor,normal,,razor-wind,swords-dance,tackle,take-down,double-edge,95,95,95,95,95,59
773,silvally-normal,257,23,1005,rks-system,normal,,razor-wind,swords-dance,tackle,take-down,double-edge,95,95,95,95,95,95
774,minior-red-meteor,154,3,400,shields-down,rock,flying,tackle,take-down,double-edge,hyper-beam,solar-beam,60,60,100,60,100,60
775,komala,168,4,199,comatose,normal,,swords-dance,slam,body-slam,take-down,thrash,65,115,65,75,95,65
776,turtonator,170,20,2120,shell-armor,fire,dragon,mega-punch,mega-kick,tackle,body-slam,roar,60,78,135,91,85,36
777,togedemaru,152,3,33,"iron-barbs, lightning-rod, sturdy",electric,steel,tackle,twineedle,pin-missile,hyper-beam,thunder-shock,65,98,63,40,73,96
778,mimikyu-disguised,167,2,7,disguise,ghost,fairy,scratch,swords-dance,take-down,hyper-beam,thunderbolt,55,90,80,50,105,96
779,bruxish,166,9,190,"dazzling, strong-jaw, wonder-skin",water,psychic,swords-dance,take-down,bite,disable,water-gun,68,105,70,70,70,92
780,drampa,170,30,1850,"berserk, sap-sipper, cloud-nine",normal,dragon,razor-wind,fly,roar,flamethrower,mist,78,60,85,135,91,36
781,dhelmise,181,39,2100,steelworker,ghost,grass,swords-dance,slam,wrap,hydro-pump,surf,70,131,100,86,90,40
782,jangmo-o,60,6,297,"bulletproof, soundproof, overcoat",dragon,,swords-dance,headbutt,tackle,body-slam,take-down,45,55,65,45,45,45
783,hakamo-o,147,12,470,"bulletproof, soundproof, overcoat",dragon,fighting,mega-punch,swords-dance,mega-kick,headbutt,tackle,55,75,90,65,70,65
784,kommo-o,270,16,782,"bulletproof, soundproof, overcoat",dragon,fighting,mega-punch,fire-punch,ice-punch,thunder-punch,swords-dance,75,110,125,100,105,85
785,tapu-koko,257,18,205,"electric-surge, telepathy",electric,fairy,thunder-punch,fly,roar,hyper-beam,thunder-shock,70,115,85,95,75,130
786,tapu-lele,257,12,186,"psychic-surge, telepathy",psychic,fairy,psybeam,hyper-beam,thunderbolt,thunder,toxic,70,85,75,130,115,95
787,tapu-bulu,257,19,455,"grassy-surge, telepathy",grass,fairy,mega-punch,swords-dance,whirlwind,horn-attack,roar,70,130,115,85,95,75
788,tapu-fini,257,13,212,"misty-surge, telepathy",water,fairy,ice-punch,mist,water-gun,hydro-pump,surf,70,75,115,95,130,85
789,cosmog,40,2,1,unaware,psychic,,teleport,splash,,,,43,29,31,29,31,37
790,cosmoem,140,1,9999,sturdy,psychic,,teleport,cosmic-power,,,,43,29,131,29,131,37
791,solgaleo,306,34,2300,full-metal-body,psychic,steel,body-slam,take-down,double-edge,roar,flamethrower,137,137,107,113,89,97
792,lunala,306,40,1200,shadow-shield,psychic,ghost,fly,roar,ice-beam,blizzard,hyper-beam,137,113,89,137,107,97
793,nihilego,257,12,555,beast-boost,rock,poison,pound,bind,headbutt,body-slam,wrap,109,53,47,127,131,103
794,buzzwole,257,24,3336,beast-boost,bug,fighting,comet-punch,mega-punch,ice-punch,thunder-punch,body-slam,107,139,139,53,53,79
795,pheromosa,257,18,250,beast-boost,bug,fighting,stomp,double-kick,jump-kick,leer,ice-beam,71,137,37,137,37,151
796,xurkitree,257,38,1000,beast-boost,electric,,thunder-punch,bind,wrap,hyper-beam,solar-beam,83,89,71,173,71,83
797,celesteela,257,92,9999,beast-boost,steel,flying,fly,tackle,body-slam,double-edge,flamethrower,97,101,103,107,101,61
798,kartana,257,3,1,beast-boost,grass,steel,guillotine,swords-dance,cut,razor-leaf,toxic,59,181,131,59,31,109
799,guzzlord,257,55,8880,beast-boost,dark,dragon,mega-punch,stomp,mega-kick,body-slam,thrash,223,101,53,97,53,43
800,necrozma,270,24,2300,prism-armor,psychic,,swords-dance,body-slam,hyper-beam,solar-beam,thunder-wave,97,107,101,127,89,79
801,magearna,270,10,805,soul-heart,steel,fairy,body-slam,take-down,sonic-boom,ice-beam,psybeam,80,95,115,130,115,65
802,marshadow,270,7,222,technician,fighting,ghost,mega-punch,fire-punch,ice-punch,thunder-punch,mega-kick,90,125,80,90,90,125
803,poipole,189,6,18,beast-boost,poison,,fury-attack,pin-missile,growl,acid,peck,67,73,67,73,67,73
804,naganadel,243,36,1500,beast-boost,poison,dragon,fly,fury-attack,pin-missile,growl,acid,73,73,73,127,73,121
805,stakataka,257,55,8200,beast-boost,rock,steel,bind,stomp,mega-kick,tackle,body-slam,61,131,211,53,101,13
806,blacephalon,257,18,130,beast-boost,fire,ghost,fire-punch,ember,flamethrower,hyper-beam,solar-beam,53,127,53,151,79,107
807,zeraora,270,15,445,volt-absorb,electric,,mega-punch,pay-day,fire-punch,thunder-punch,scratch,88,112,75,102,80,143
808,meltan,135,2,80,magnet-pull,steel,,headbutt,tail-whip,thunder-shock,thunderbolt,thunder-wave,46,65,65,55,35,34
809,melmetal,270,25,8000,iron-fist,steel,,mega-punch,ice-punch,thunder-punch,mega-kick,headbutt,135,143,143,80,65,34
810,grookey,62,3,50,"overgrow, grassy-surge",grass,,mega-punch,scratch,swords-dance,slam,mega-kick,50,65,50,40,40,65
811,thwackey,147,7,140,"overgrow, grassy-surge",grass,,mega-punch,scratch,swords-dance,slam,mega-kick,70,85,70,55,60,80
812,rillaboom,265,21,900,"overgrow, grassy-surge",grass,,mega-punch,scratch,swords-dance,slam,mega-kick,100,125,90,60,70,85
813,scorbunny,62,3,45,"blaze, libero",fire,,double-kick,mega-kick,sand-attack,headbutt,tackle,50,71,40,40,40,69
814,raboot,147,6,90,"blaze, libero",fire,,swords-dance,double-kick,mega-kick,sand-attack,headbutt,65,86,60,55,60,94
815,cinderace,265,14,330,"blaze, libero",fire,,fire-punch,swords-dance,double-kick,mega-kick,sand-attack,80,116,75,65,75,119
816,sobble,62,3,40,"torrent, sniper",water,,pound,bind,take-down,growl,mist,50,40,40,70,40,70
817,drizzile,147,7,115,"torrent, sniper",water,,pound,bind,take-down,growl,mist,65,60,55,95,55,90
818,inteleon,265,19,452,"torrent, sniper",water,,pound,swords-dance,bind,take-down,growl,70,85,65,125,65,120
